NewVolSales,Base Price,Radio ,TV ,InStore,Facebook,Twitter,WebCamp,Online,Website Campaign ,Inserts,NewspaperInserts,Discount,tvst30,tvst60,tvst70,tvst80,tvst90,radiost30,radiost60,radiost70,radiost80,radiost90,Stout
20272,15.4869851,268,110.1,25.686,0,0,0,0,,0,,0,130.2669168,117.7952871,115.3762928,113.4337896,111.7328539,268.9506959,262.1186134,262.9760697,264.4651418,266.203454,2.30943
22228,14.73167592,287,125.4,29.955,0,0,0,0,,1,Insert,0.04345159,128.8068418,122.3581148,122.3928878,123.0067579,124.0332854,274.3654871,277.0474453,279.7928209,282.4930284,284.9203454,2.31879
20402,15.18032224,290,163.9,11.716,0,0,0,0,,0,,0,139.3347893,147.2832459,151.4478664,155.7213516,159.9133285,279.055841,284.8189781,286.9378463,288.4986057,289.4920345,2.41711
24944,14.5850933,310,199.1,48.987,0,0,0,0,,0,,0.045,157.2643525,178.3732984,184.8043599,190.4242703,195.1813329,288.3390887,299.9275913,303.0813539,305.6997211,307.9492035,2.22604
21653,15.33288702,320,118.4,18.97,0,0,0,0,,0,,0,145.6050467,142.3893194,138.321308,132.8048541,126.0781333,297.8373621,311.9710365,314.9244062,317.1399442,318.7949204,2.14819
21139,15.33288702,345,140.3,13.659,0,0,0,0,,0,,0,144.0135327,141.1357277,139.7063924,138.8009708,138.8778133,311.9861535,331.7884146,335.9773219,339.4279889,342.379492,2.15272
20071,15.18032224,350,215.3,18.799,0,0,0,0,,0,,0,165.3994729,185.6342911,192.6219177,200.0001942,207.6577813,323.3903074,342.7153658,345.7931966,347.8855978,349.2379492,2.08844
22707,14.43996919,328,192.2,51.727,0,0,0,0,,0,,0.055,173.439631,189.5737164,192.3265753,193.7600388,193.7457781,324.7732152,333.8861463,333.337959,331.9771196,330.1237949,2.17695
20055,15.02927551,345,116.4,24.686,0,0,0,0,,0,,0,156.3277417,145.6694866,139.1779726,131.8720078,124.1345778,330.8412506,340.5544585,341.5013877,342.3954239,343.5123795,2.0752
24219,14.43996919,310,280.5,44.416,0,0,0,0,,0,,0.049472915,193.5794192,226.5677946,238.1033918,250.7744016,264.8634578,324.5888755,322.2217834,319.4504163,316.4790848,313.351238,2.47874
20093,15.33288702,294,106,13.786,0,0,0,0,,0,,0,167.3055934,154.2271179,145.6310175,134.9548803,121.8863458,315.4122128,305.2887134,301.6351249,298.495817,295.9351238,2.43444
19702,15.33288702,315,56.5,13.118,0,0,0,0,,0,,0,134.0639154,95.59084714,83.23930526,72.19097606,63.03863458,315.288549,311.1154854,310.9905375,311.6991634,313.0935124,2.46132
21507,15.02927551,315,183.5,24.219,0,0,0,0,,0,,0,148.8947408,148.3363389,153.4217916,161.2381952,171.4538635,315.2019843,313.4461941,313.7971612,314.3398327,314.8093512,2.03925
20538,15.33288702,250,224.2,22.623,0,0,0,0,,0,,0,171.4863186,193.8545355,202.9665375,211.607639,218.9253864,295.641389,275.3784777,269.1391484,262.8679665,256.4809351,2.43321
21034,15.79984295,250,222.4,53.787,0,0,0,0,,0,,0.063153816,186.760423,210.9818142,216.5699612,220.2415278,222.0525386,281.9489723,260.1513911,255.7417445,252.5735933,250.6480935,2.35075
21546,15.02927551,0,166.5,34.117,0,0,0,0,,0,,0.060399318,180.6822961,184.2927257,181.5209884,177.2483056,172.0552539,197.3642806,104.0605564,76.72252335,50.51471866,25.06480935,2.42992
19597,15.64263188,0,257.9,18.111,0,0,0,0,,0,,0,203.8476073,228.4570903,234.9862965,241.7696611,249.3155254,138.1549964,41.62422257,23.01675701,10.10294373,2.506480935,2.64613
19696,15.64263188,0,236.1,25.406,0,0,0,0,,0,,0,213.5233251,233.0428361,235.765889,237.2339322,237.4215525,96.7084975,16.64968903,6.905027102,2.020588747,0.250648094,2.47329
20104,15.4869851,224,140.3,30.386,0,0,0,0,,0,,0.039469809,191.5563276,177.3971344,168.9397667,159.6867864,150.0121553,134.8959483,141.0598756,158.8715081,179.6041178,201.6250648,2.9124
17952,16.11902095,253,117.8,22.054,0,0,0,0,,0,,0,169.4294293,141.6388538,133.14193,126.1773573,121.0212155,170.3271638,208.2239502,224.7614524,238.3208236,247.8625065,2.64979
19877,15.4869851,234,83.2,42.144,0,0,0,0,,0,,0.054000788,143.5606005,106.5755415,98.182579,91.79547146,86.98212155,189.4290146,223.6895801,231.2284357,234.8641647,235.3862507,2.70725
20183,15.64263188,249,189.9,42.415,0,0,0,0,,1,Insert,0.044411908,157.4624204,156.5702166,162.3847737,170.2790943,179.6082122,207.3003103,238.875832,243.6685307,246.1728329,247.6386251,2.39073
18502,16.11902095,236,146,16.684,0,0,0,0,,0,,0,154.0236943,150.2280866,150.9154321,150.8558189,149.3608212,215.9102172,237.1503328,238.3005592,238.0345666,237.1638625,2.23971
17937,16.2810198,276,104.8,26.602,0,0,0,0,,0,,0,139.256586,122.9712347,118.6346296,114.0111638,109.2560821,233.937152,260.4601331,264.6901678,268.4069133,272.1163863,2.64806
18977,16.11902095,298,182.2,41.048,0,0,0,0,,0,,0.053956493,152.1396102,158.5084939,163.1303889,168.5622328,174.9056082,253.1560064,282.9840533,288.0070503,292.0813827,295.4116386,2.41695
19588,15.95863401,313,121.5,33.614,0,0,0,0,,0,,0.040841822,142.9477271,136.3033976,133.9891167,130.9124466,126.8405608,271.1092045,300.9936213,305.5021151,308.8162765,311.2411639,2.41451
19980,15.64263188,320,123.4,57.707,0,0,0,0,,0,,0.05229331,137.083409,128.561359,126.576735,124.9024893,123.7440561,285.7764431,312.3974485,315.6506345,317.7632553,319.1241164,2.45625
20442,15.4869851,312,134.6,26.808,0,0,0,0,,1,Insert,0.042247986,136.3383863,132.1845436,132.1930205,132.6604979,133.5144056,293.6435102,312.1589794,313.0951904,313.1526511,312.7124116,2.44641
19953,15.4869851,321,174.4,20.749,0,1,0,1,Twitter,0,,0,147.7568704,157.5138174,161.7379062,166.0520996,170.3114406,301.8504571,317.4635918,318.6285571,319.4305302,320.1712412,2.57093
20383,15.33288702,290,219.1,37.036,0,1,0,1,Twitter,0,,0,169.1598093,194.465527,201.8913719,208.4904199,214.2211441,298.29532,300.9854367,298.5885671,295.886106,293.0171241,2.49391
22730,14.5850933,290,170.3,37.142,0,1,0,1,Twitter,0,,0,169.5018665,179.9662108,179.7774116,177.938084,174.6921144,295.806724,294.3941747,292.5765701,291.1772212,290.3017124,2.13239
23576,14.43996919,290,198.2,39.609,0,1,0,1,Twitter,0,,0.062362896,178.1113066,190.9064843,192.6732235,194.1476168,195.8492114,294.0647068,291.7576699,290.772971,290.2354442,290.0301712,2.58442
21236,15.4869851,290,260.7,40.122,0,0,0,0,,0,,0.06447485,202.8879146,232.7825937,240.291967,247.3895234,254.2149211,292.8452948,290.703068,290.2318913,290.0470889,290.0030171,2.35971
20997,15.18032224,290,113.8,25.663,0,0,0,0,,0,,0.045581488,176.1615402,161.3930375,151.7475901,140.5179047,127.8414921,291.9917063,290.2812272,290.0695674,290.0094178,290.0003017,2.24545
22466,15.02927551,290,160.3,59.704,0,0,0,0,,0,,0.090762729,171.4030782,160.737215,157.734277,156.3435809,157.0541492,291.3941944,290.1124909,290.0208702,290.0018836,290.0000302,2.3847
19578,15.33288702,0,188.3,23.331,0,0,0,0,,0,,0,176.4721547,177.274886,179.1302831,181.9087162,185.1754149,203.9759361,116.0449964,87.00626107,58.00037671,29.00000302,2.70763
18667,15.64263188,0,109.8,19.289,0,0,0,0,,1,Insert,0,156.4705083,136.7899544,130.5990849,124.2217432,117.3375415,142.7831553,46.41799854,26.10187832,11.60007534,2.900000302,2.82981
20690,15.18032224,0,128.2,40.305,0,0,0,0,,0,,0,147.9893558,131.6359818,128.9197255,127.4043487,127.1137542,99.94820869,18.56719942,7.830563496,2.320015068,0.29000003,2.55256
20988,15.02927551,0,198.9,39.121,0,0,0,0,,0,,0,163.2625491,171.9943927,177.9059176,184.6008697,191.7213754,69.96374608,7.426879766,2.349169049,0.464003014,0.029000003,2.47412
23872,14.87973172,0,122.1,63.376,0,0,0,0,,0,,0.05576473,150.9137843,142.0577571,138.8417753,134.600174,129.0621375,48.97462226,2.970751907,0.704750715,0.092800603,0.0029,2.15073
19178,15.64263188,341,46,26.128,0,0,0,0,,0,,0,119.439649,84.42310283,73.85253259,63.72003479,54.30621375,136.5822356,205.7883008,238.9114252,272.8185601,306.90029,2.53717
19929,15.4869851,354,156.7,37.115,0,0,0,0,,0,,0,130.6177543,127.7892411,131.8457598,138.104007,146.4606214,201.8075649,294.7153203,319.4734276,337.763712,349.290029,2.59796
19004,15.79984295,341,217.3,31.96,0,0,0,0,,0,,0,156.622428,181.4956965,191.6637279,201.4608014,210.2160621,243.5652954,322.4861281,334.5420283,340.3527424,341.8290029,2.73315
19027,15.79984295,310,96.9,21.398,0,0,0,0,,0,,0,138.7056996,130.7382786,125.3291184,117.8121603,108.2316062,263.4957068,314.9944513,317.3626085,316.0705485,313.1829003,2.30628
18828,15.95863401,298,61,26.851,0,0,0,0,,0,,0,115.3939897,88.89531143,80.29873551,72.36243206,65.72316062,273.8469948,304.7977805,303.8087825,301.6141097,299.51829,2.84464
19897,15.79984295,317,111.6,46.118,0,0,0,0,,0,,0.048362086,114.2557928,102.5181246,102.2096207,103.7524864,107.0123161,286.7928963,312.1191122,313.0426348,313.9228219,315.251829,2.53279
19756,15.95863401,320,209,57.543,0,0,0,0,,0,,0.075893711,142.679055,166.4072498,176.9628862,187.9504973,198.8012316,296.7550274,316.8476449,317.9127904,318.7845644,319.5251829,2.3899
20153,15.64263188,310,177.6,64.972,0,0,0,0,,0,,0.066317118,153.1553385,173.1228999,177.4088659,179.6700995,179.7201232,300.7285192,312.739058,312.3738371,311.7569129,310.9525183,2.98161
18779,15.64263188,320,76,22.227,0,0,0,0,,1,Insert,0,130.0087369,114.84916,106.4226598,96.73401989,86.37201232,306.5099634,317.0956232,317.7121511,318.3513826,319.0952518,2.984
21041,15.02927551,324,140.6,28.883,0,0,0,0,,0,,0,133.1861159,130.299664,130.3467979,131.826804,135.1772012,311.7569744,321.2382493,322.1136453,322.8702765,323.5095252,2.54844
20930,14.87973172,330,194.9,36.743,0,0,0,0,,0,,0.059957391,151.7002811,169.0598656,175.5340394,182.2853608,188.9277201,317.2298821,326.4952997,327.6340936,328.5740553,329.3509525,3.10599
19934,15.18032224,300,80.4,41.172,0,0,0,0,,0,,0.049406128,130.3101968,115.8639462,108.9402118,100.7770722,91.25277201,312.0609175,310.5981199,308.2902281,305.7148111,302.9350953,2.38016
22101,14.2962891,300,150.1,36.771,0,0,0,0,,0,,0.050371767,136.2471377,136.4055785,137.7520635,140.2354144,144.2152772,308.4426422,304.239248,302.4870684,301.1429622,300.2935095,2.8515
20951,14.5850933,399,180.3,37.248,0,0,0,0,,0,,0.056709018,149.4629964,162.7422314,167.5356191,172.2870829,176.6915277,335.6098496,361.0956992,370.0461205,379.4285924,389.129351,2.78635
20277,14.43996919,300,101.3,17.409,0,0,0,0,,0,,0.033052697,135.0140975,125.8768926,121.1706857,115.4974166,108.8391528,324.9268947,324.4382797,321.0138362,315.8857185,308.9129351,2.87728
22767,14.43996919,245,83.9,54.308,0,0,0,0,,0,,0.051758322,119.6798682,100.690757,95.08120572,90.21948332,86.39391528,300.9488263,276.7753119,267.8041509,259.1771437,251.3912935,2.14129
21196,14.73167592,276,166.5,23.335,0,0,0,0,,0,,0.026764736,133.7259078,140.1763028,145.0743617,151.2438967,158.4893915,293.4641784,276.3101248,273.5412453,272.6354287,273.5391294,2.39876
24468,13.73572359,251,130.9,37.836,0,0,0,0,,0,,0.051045844,132.8781354,134.6105211,135.1523085,134.9687793,133.6589392,280.7249249,261.1240499,257.7623736,255.3270858,253.2539129,2.66283
22495,14.01320361,247,110.2,45.307,0,0,0,0,,0,,0,126.0746948,119.9642085,117.6856926,115.1537559,112.5458939,270.6074474,252.64962,250.2287121,248.6654172,247.6253913,2.84149
21710,13.8737699,261,162,34.215,0,0,0,0,,0,,0,136.8522864,145.1856834,148.7057078,152.6307512,157.0545894,267.7252132,257.659848,257.7686136,258.5330834,259.6625391,2.97774
19400,14.43996919,257,122.1,27.956,0,0,0,0,,0,,0,132.4266005,131.3342734,130.0817123,128.2061502,125.5954589,264.5076492,257.2639392,257.2305841,257.3066167,257.2662539,3.0149
23677,14.5850933,250,13.7,68.119,0,0,0,0,,0,,0.077304159,96.80862032,60.75370934,48.6145137,36.60123005,24.88954589,260.1553545,252.9055757,252.1691752,251.4613233,250.7266254,2.51717
20324,14.87973172,243,120.6,29.317,0,0,0,0,,0,,0,103.9460342,96.66148374,99.00435411,103.800246,111.0289546,255.0087481,246.9622303,245.7507526,244.6922647,243.7726625,2.41463
19529,15.4869851,267,161.3,25.452,0,0,0,0,,0,,0,121.152224,135.4445935,142.6113062,149.8000492,156.2728955,258.6061237,258.9848921,260.6252258,262.5384529,264.6772663,2.14445
19831,15.33288702,210,93.7,25.121,0,0,0,0,,0,,0,112.9165568,110.3978374,108.3733919,104.9200098,99.95728955,244.0242866,229.5939568,225.1875677,220.5076906,215.4677266,3.10158
19068,15.64263188,221,158.5,16.481,0,0,0,0,,0,,0,126.5915897,139.259135,143.4620176,147.784002,152.645729,237.1170006,224.4375827,222.2562703,220.9015381,220.4467727,2.80915
19144,15.4869851,219,94.9,18.074,0,0,0,0,,0,,0,117.0841128,112.643654,109.4686053,105.4768004,100.6745729,231.6819004,221.1750331,219.9768811,219.3803076,219.1446773,2.55737
20635,15.18032224,218,71.4,34.414,0,0,0,0,,0,,0,103.378879,87.89746159,82.82058158,78.21536008,74.32745729,227.5773303,219.2700132,218.5930643,218.2760615,218.1144677,2.51033
19558,15.18032224,212,18.3,18.387,0,0,0,0,,0,,0,77.85521528,46.13898464,37.65617447,30.28307202,23.90274573,222.9041312,214.9080053,213.9779193,213.2552123,212.6114468,2.89872
19561,15.18032224,201,123.9,52.137,0,0,0,0,,0,,0.073763955,91.6686507,92.79559386,98.02685234,105.1766144,113.9002746,216.3328919,206.5632021,204.8933758,203.4510425,202.1611447,3.06922
18890,15.33288702,209,129.8,18.026,0,0,0,0,,0,,0.034482759,103.1080555,114.9982375,120.2680557,124.8753229,128.2100275,214.1330243,208.0252809,207.7680127,207.8902085,208.3161145,2.9457
20204,14.5850933,210,2.3,60.145,0,0,1,1,Website Campaign ,0,,0.071266735,72.86563884,47.37929502,37.69041671,26.81506458,14.89100275,212.893117,209.2101123,209.3304038,209.5780417,209.8316115,2.98278
18524,15.18032224,208,135.1,33.169,0,0,1,1,Website Campaign ,0,,0,91.53594719,100.011718,105.877125,113.4430129,123.0791003,211.4251819,208.4840449,208.3991212,208.3156083,208.1831611,2.83324
18508,15.02927551,210,93.5,47.023,0,0,1,1,Website Campaign ,0,,0.049254633,92.12516303,96.1046872,97.2131375,97.48860258,96.45791003,210.9976273,209.393618,209.5197363,209.6631217,209.8183161,3.13095
17431,15.4869851,221,212.9,13.524,0,0,1,1,Website Campaign ,0,,0,128.3576141,166.1818749,178.1939413,189.8177205,201.255791,213.9983391,216.3574472,217.5559209,218.7326243,219.8818316,2.90042
18705,15.18032224,218,150,34.331,0,0,1,1,Website Campaign ,0,,0,134.8503299,156.47275,158.4581824,157.9635441,155.1255791,215.1988374,217.3429789,217.8667763,218.1465249,218.1881832,3.1472
18941,15.18032224,201,5.2,51.487,0,0,1,1,Website Campaign ,0,,0,95.95523092,65.70909998,51.17745471,35.75270882,20.19255791,210.9391862,207.5371916,206.0600329,204.429305,202.7188183,2.89234
17785,15.64263188,235,246.9,18.201,0,0,0,0,,0,,0,141.2386616,174.42364,188.1832364,204.6705418,224.2292558,218.1574303,224.0148766,226.3180099,228.885861,231.7718818,2.93475
18289,15.18032224,239,213.9,34.074,0,0,0,0,,0,,0,163.0370632,198.109456,206.1849709,212.0541084,214.9329256,224.4102012,233.0059507,235.195403,236.9771722,238.2771882,3.15862
17926,15.79984295,212,0.9,34.684,0,0,0,0,,0,,0,114.3959442,79.7837824,62.48549128,43.13082167,22.30329256,220.6871409,220.4023803,218.9586209,216.9954344,214.6277188,2.95312
18312,15.79984295,239,195.8,39.253,0,0,0,0,,1,Insert,0,138.8171609,149.393513,155.8056474,165.2661643,178.4503293,226.1809986,231.5609521,232.9875863,234.5990869,236.5627719,2.7384
19126,15.64263188,280,193.9,38.735,0,0,0,0,,0,,0,155.3420127,176.0974052,182.4716942,188.1732329,192.3550329,242.326699,260.6243808,265.8962759,270.9198174,275.6562772,2.80214
18335,15.95863401,292,24.1,29.485,0,0,0,0,,0,,0,115.9694089,84.89896207,71.61150826,56.91464657,40.92550329,257.2286893,279.4497523,284.1688828,287.7839635,290.3656277,3.0854
19054,15.64263188,NaN,162.3,48.611,0,0,0,0,,0,,0.054209246,129.8685862,131.3395848,135.0934525,141.2229293,150.1625503,273.6600825,298.9799009,303.6506648,307.1567927,309.8365628,2.65688
18198,15.95863401,NaN,194.9,29.323,0,0,0,0,,0,,0.04,149.3780103,169.4758339,176.9580357,184.1645859,190.426255,286.0620578,308.5919604,311.5951995,313.4313585,314.4836563,2.92802
20495,15.64263188,NaN,159.2,50.935,0,0,0,0,,0,,0.061,152.3246072,163.3103336,164.5274107,164.1929172,162.3226255,303.1434404,329.2367842,333.5785598,337.0862717,340.1483656,2.53958
18169,16.2810198,NaN,161.1,46.169,0,0,0,0,,0,,0.06053496,154.9572251,161.9841334,162.1282232,161.7185834,161.2222626,311.2004083,329.6947137,331.073568,331.4172543,331.0148366,2.6679
